"Sales_ID";"Order_ID";"Order_Date";"Ship_Date";"customer_key";"product_key";"Ship_Mode_ID";"Quantity";"Sales";"Profit"
36;"CA-2016-108987";"2016-09-08";"2016-09-10";140;791;1;3;35.95;3.6
37;"US-2014-119137";"2014-07-23";"2014-07-27";148;684;2;10;479.04;-29.94
38;"US-2014-119137";"2014-07-23";"2014-07-27";148;681;2;1;9.24;0.92
39;"US-2014-119137";"2014-07-23";"2014-07-27";148;678;2;8;1023.94;179.19
40;"US-2014-119137";"2014-07-23";"2014-07-27";148;551;2;5;8.16;-5.71
41;"CA-2016-149797";"2016-09-15";"2016-09-20";168;149;2;2;841.57;294.55
42;"CA-2016-112697";"2016-12-18";"2016-12-20";183;292;1;5;961.48;-204.31
43;"CA-2016-112697";"2016-12-18";"2016-12-20";183;324;1;2;194.53;24.32
44;"CA-2016-112697";"2016-12-18";"2016-12-20";183;288;1;7;254.06;-169.37
45;"CA-2015-155040";"2015-11-10";"2015-11-15";187;79;2;2;79.9;35.16
46;"CA-2014-149020";"2014-01-10";"2014-01-15";225;538;2;1;51.94;21.3
47;"CA-2014-149020";"2014-01-10";"2014-01-15";225;537;2;1;2.89;1.36
48;"CA-2014-106810";"2014-05-14";"2014-05-20";232;483;2;2;310.88;23.32
49;"CA-2016-134474";"2016-01-05";"2016-01-07";234;535;1;2;59.18;5.18
50;"CA-2016-134474";"2016-01-05";"2016-01-07";234;533;1;2;5.25;0.59
51;"CA-2016-134474";"2016-01-05";"2016-01-07";234;531;1;6;191.47;40.69
52;"CA-2014-155852";"2014-03-03";"2014-03-07";238;450;1;4;19.46;3.4
53;"CA-2014-113362";"2014-09-14";"2014-09-19";245;213;2;3;11.07;5.09
54;"CA-2014-113362";"2014-09-14";"2014-09-19";245;211;2;5;449.15;8.98
55;"CA-2016-157000";"2016-07-16";"2016-07-22";250;240;2;3;20.02;6.26
56;"CA-2016-157000";"2016-07-16";"2016-07-22";250;379;2;3;37.22;3.72
57;"CA-2017-146136";"2017-09-03";"2017-09-07";278;360;2;4;24.45;8.86
58;"CA-2017-140844";"2017-06-19";"2017-06-23";287;294;2;8;103.12;10.31
59;"CA-2017-140844";"2017-06-19";"2017-06-23";287;189;2;2;97.82;45.98
60;"US-2017-134481";"2017-08-27";"2017-09-01";288;698;2;7;1488.42;-297.68
61;"US-2014-105767";"2014-05-23";"2014-05-27";290;635;2;2;55.19;-10.12
62;"US-2014-105767";"2014-05-23";"2014-05-27";290;280;2;9;21.17;2.38
63;"US-2014-105767";"2014-05-23";"2014-05-27";290;632;2;2;3.28;-2.63
64;"CA-2015-112319";"2015-08-31";"2015-09-05";291;460;2;9;58.32;27.99
65;"CA-2016-160745";"2016-12-11";"2016-12-16";305;291;1;4;316.0;31.6
66;"CA-2016-160745";"2016-12-11";"2016-12-16";305;364;1;3;302.38;22.68
67;"CA-2016-160745";"2016-12-11";"2016-12-16";305;733;1;4;14.8;6.07
68;"CA-2017-162929";"2017-11-19";"2017-11-22";326;437;3;2;13.36;6.41
69;"CA-2017-162929";"2017-11-19";"2017-11-22";326;436;3;6;41.28;13.93
70;"CA-2015-144253";"2015-05-04";"2015-05-09";328;427;1;2;26.8;12.86
71;"CA-2014-149958";"2014-03-15";"2014-03-19";332;630;2;3;131.9;47.82
72;"CA-2014-149958";"2014-03-15";"2014-03-19";332;10;2;4;43.19;-31.67
73;"CA-2014-149958";"2014-03-15";"2014-03-19";332;32;2;3;7.22;-5.53
74;"CA-2014-149958";"2014-03-15";"2014-03-19";332;441;2;3;45.7;5.14
75;"CA-2014-149958";"2014-03-15";"2014-03-19";332;627;2;1;142.78;17.85
76;"CA-2016-134775";"2016-10-28";"2016-10-29";339;713;3;3;49.54;17.34
77;"CA-2016-134775";"2016-10-28";"2016-10-29";339;708;3;7;50.96;25.48
78;"CA-2016-163755";"2016-11-04";"2016-11-08";340;351;1;3;209.88;35.68
79;"CA-2017-100314";"2017-09-29";"2017-10-05";350;807;2;3;336.51;44.87
80;"CA-2017-100314";"2017-09-29";"2017-10-05";350;802;2;4;27.97;9.44
81;"CA-2017-100314";"2017-09-29";"2017-10-05";350;529;2;2;7.97;2.59
82;"CA-2017-153787";"2017-05-19";"2017-05-23";363;258;2;2;97.16;28.18
83;"CA-2017-135034";"2017-08-01";"2017-08-03";365;312;3;2;95.98;6.0
84;"CA-2016-103947";"2016-04-01";"2016-04-08";390;290;2;2;30.14;3.01
85;"CA-2016-103947";"2016-04-01";"2016-04-08";390;286;2;5;31.56;9.86
86;"CA-2017-118136";"2017-09-16";"2017-09-17";392;220;3;1;5.98;1.55
87;"CA-2017-130043";"2017-09-15";"2017-09-19";399;54;2;8;31.87;11.55
88;"CA-2016-136406";"2016-04-15";"2016-04-17";413;440;1;2;1121.57;0.0
89;"CA-2014-140795";"2014-02-01";"2014-02-03";422;424;3;6;468.9;206.32
90;"CA-2015-158792";"2015-12-26";"2016-01-02";433;355;2;5;22.2;10.43
91;"CA-2017-144694";"2017-09-24";"2017-09-26";436;590;1;3;235.94;85.53
92;"CA-2017-144694";"2017-09-24";"2017-09-26";436;264;1;3;17.88;2.46
93;"CA-2016-157686";"2016-10-01";"2016-10-02";439;194;3;4;194.85;12.18
94;"CA-2015-128139";"2015-07-03";"2015-07-09";446;590;2;3;294.93;144.52
95;"CA-2015-128139";"2015-07-03";"2015-07-09";446;899;2;1;70.98;4.97
96;"CA-2017-137596";"2017-09-02";"2017-09-07";462;594;2;2;352.38;81.05
97;"CA-2017-137596";"2017-09-02";"2017-09-07";462;592;2;7;1928.78;829.38
98;"CA-2017-137596";"2017-09-02";"2017-09-07";462;591;2;4;1199.8;323.95
99;"CA-2014-115812";"2014-06-09";"2014-06-14";533;23;2;4;911.42;68.36
100;"CA-2014-115812";"2014-06-09";"2014-06-14";533;20;2;9;1706.18;85.31
101;"CA-2014-115812";"2014-06-09";"2014-06-14";533;16;2;5;114.9;34.47
102;"CA-2014-115812";"2014-06-09";"2014-06-14";533;15;2;3;18.5;5.78
103;"CA-2014-115812";"2014-06-09";"2014-06-14";533;9;2;6;907.15;90.72
104;"CA-2014-115812";"2014-06-09";"2014-06-14";533;8;2;4;7.28;1.97
105;"CA-2014-115812";"2014-06-09";"2014-06-14";533;7;2;7;48.86;14.17
106;"CA-2014-125612";"2014-08-03";"2014-08-08";541;525;2;2;21.36;5.77
107;"CA-2014-125612";"2014-08-03";"2014-08-08";541;522;2;10;102.3;26.6
108;"CA-2014-125612";"2014-08-03";"2014-08-08";541;519;2;2;39.96;18.78
109;"CA-2014-139892";"2014-09-08";"2014-09-12";547;312;2;3;143.98;9.0
110;"CA-2014-139892";"2014-09-08";"2014-09-12";547;310;2;5;177.98;-453.85
111;"CA-2014-139892";"2014-09-08";"2014-09-12";547;306;2;6;32.06;6.81
112;"CA-2014-139892";"2014-09-08";"2014-09-12";547;304;2;9;1740.06;-24.86
113;"CA-2014-139892";"2014-09-08";"2014-09-12";547;296;2;3;275.93;-58.63
114;"CA-2014-139892";"2014-09-08";"2014-09-12";547;293;2;8;8159.95;-1359.99
115;"CA-2014-139892";"2014-09-08";"2014-09-12";547;289;2;3;9.94;2.73
116;"CA-2015-100454";"2015-11-20";"2015-11-25";561;634;2;4;186.05;9.3
117;"CA-2015-100454";"2015-11-20";"2015-11-25";561;633;2;4;11.52;3.34
118;"CA-2015-100454";"2015-11-20";"2015-11-25";561;498;2;3;60.45;16.32
119;"CA-2017-102519";"2017-11-27";"2017-11-29";567;86;3;9;143.73;56.05
120;"CA-2017-102519";"2017-11-27";"2017-11-29";567;358;3;1;46.94;19.25
121;"US-2015-157014";"2015-10-03";"2015-10-06";572;510;1;2;47.98;0.6
122;"US-2015-157014";"2015-10-03";"2015-10-06";572;508;1;1;35.49;-15.62
123;"US-2015-157014";"2015-10-03";"2015-10-06";572;146;1;2;24.0;-2.7
124;"US-2015-157014";"2015-10-03";"2015-10-06";572;97;1;5;32.07;-22.45
125;"CA-2014-138527";"2014-09-12";"2014-09-17";577;272;2;1;15.22;2.28
126;"CA-2014-138527";"2014-09-12";"2014-09-17";577;354;2;5;166.84;18.77
127;"CA-2014-138527";"2014-09-12";"2014-09-17";577;353;2;2;10.37;3.63
128;"CA-2017-163405";"2017-12-21";"2017-12-25";585;280;2;2;5.88;1.71
129;"CA-2017-163405";"2017-12-21";"2017-12-25";585;276;2;3;6.63;1.79
130;"US-2014-134971";"2014-06-07";"2014-06-10";597;778;1;3;12.46;-20.56
131;"CA-2016-142902";"2016-09-12";"2016-09-14";616;445;1;3;6.26;2.04
132;"CA-2016-142902";"2016-09-12";"2016-09-14";616;441;1;1;15.23;1.71
133;"CA-2016-142902";"2016-09-12";"2016-09-14";616;439;1;2;466.77;52.51
134;"CA-2016-142902";"2016-09-12";"2016-09-14";616;435;1;4;15.14;3.59
135;"CA-2017-167150";"2017-12-10";"2017-12-17";620;941;2;4;19.94;7.23
136;"CA-2014-106376";"2014-12-05";"2014-12-10";646;200;2;4;167.97;62.99
137;"CA-2014-106376";"2014-12-05";"2014-12-10";646;198;2;8;1113.02;111.3
138;"CA-2014-133690";"2014-08-03";"2014-08-05";654;403;3;1;2.6;0.29
139;"CA-2014-133690";"2014-08-03";"2014-08-05";654;401;3;2;218.75;-161.88
140;"CA-2017-135279";"2017-04-09";"2017-04-11";661;730;3;3;501.81;0.0
141;"CA-2017-135279";"2017-04-09";"2017-04-11";661;695;3;3;8.64;4.23
142;"CA-2017-135279";"2017-04-09";"2017-04-11";661;727;3;4;191.6;91.97
143;"CA-2017-135279";"2017-04-09";"2017-04-11";661;724;3;2;12.96;6.22
144;"CA-2017-135279";"2017-04-09";"2017-04-11";661;920;3;3;35.97;9.71
145;"CA-2017-135279";"2017-04-09";"2017-04-11";661;697;3;2;9.82;4.81
146;"CA-2015-110016";"2015-11-29";"2015-12-04";670;967;2;9;1106.91;121.76
147;"CA-2015-110016";"2015-11-29";"2015-12-04";670;964;2;4;19.92;9.36
148;"CA-2015-165085";"2015-12-27";"2015-12-31";677;310;2;2;355.96;103.23
149;"CA-2015-165085";"2015-12-27";"2015-12-31";677;981;2;5;28.9;14.16
150;"CA-2017-104220";"2017-01-30";"2017-02-05";695;500;2;7;34.58;14.52
151;"CA-2017-104220";"2017-01-30";"2017-02-05";695;498;2;2;40.3;10.88
152;"CA-2017-104220";"2017-01-30";"2017-02-05";695;15;2;1;7.71;3.47
153;"CA-2017-104220";"2017-01-30";"2017-02-05";695;496;2;5;32.35;16.18
154;"CA-2017-104220";"2017-01-30";"2017-02-05";695;543;2;3;207.0;51.75
155;"CA-2017-104220";"2017-01-30";"2017-02-05";695;489;2;2;18.28;9.14
156;"CA-2015-106565";"2015-03-20";"2015-03-23";698;387;3;8;51.84;24.88
157;"CA-2017-159366";"2017-01-07";"2017-01-10";703;293;3;2;3059.98;680.0
158;"US-2014-111171";"2014-12-26";"2014-12-31";723;249;2;5;8.69;-14.77
159;"US-2017-145366";"2017-12-09";"2017-12-13";733;191;2;3;57.58;21.59
160;"US-2017-145366";"2017-12-09";"2017-12-13";733;186;2;1;37.21;-7.44
161;"CA-2014-140858";"2014-06-28";"2014-07-02";735;601;2;4;335.52;117.43
162;"CA-2014-140858";"2014-06-28";"2014-07-02";735;598;2;3;31.09;-22.8
163;"CA-2014-140858";"2014-06-28";"2014-07-02";735;595;2;5;1228.47;0.0
164;"CA-2014-140858";"2014-06-28";"2014-07-02";735;589;2;3;3.17;-2.43
165;"CA-2014-140858";"2014-06-28";"2014-07-02";735;52;2;8;41.47;14.52
166;"CA-2014-145576";"2014-09-14";"2014-09-18";736;471;1;3;13.13;3.77
167;"CA-2014-145576";"2014-09-14";"2014-09-18";736;467;1;5;13.0;1.3
168;"US-2015-140200";"2015-07-26";"2015-07-28";737;656;3;3;393.17;-204.45
169;"CA-2014-140004";"2014-03-21";"2014-03-25";742;395;2;3;6.05;1.59
170;"CA-2014-140004";"2014-03-21";"2014-03-25";742;393;2;2;7.41;1.2
171;"CA-2015-146563";"2015-08-24";"2015-08-28";744;137;2;3;2.72;-4.22
172;"CA-2015-146563";"2015-08-24";"2015-08-28";744;148;2;5;918.79;-118.13
173;"CA-2015-146563";"2015-08-24";"2015-08-28";744;300;2;14;724.08;-135.77
174;"CA-2015-146563";"2015-08-24";"2015-08-28";744;627;2;7;999.43;124.93
175;"CA-2017-136826";"2017-06-16";"2017-06-20";767;80;2;3;14.02;4.73
176;"CA-2016-161781";"2016-09-29";"2016-09-30";773;961;3;7;40.88;10.63
177;"CA-2015-132906";"2015-09-10";"2015-09-14";777;580;2;4;51.52;1.55
178;"CA-2016-116736";"2016-01-17";"2016-01-21";798;554;2;3;371.97;66.95
179;"CA-2016-116736";"2016-01-17";"2016-01-21";798;212;2;1;29.99;13.2
180;"CA-2016-116736";"2016-01-17";"2016-01-21";798;494;2;3;322.59;64.52
181;"CA-2017-126221";"2017-12-30";"2018-01-05";806;282;2;2;209.3;56.51
182;"CA-2017-169901";"2017-06-15";"2017-06-19";816;178;2;3;47.98;4.8
183;"US-2016-100419";"2016-12-16";"2016-12-20";830;114;1;3;4.79;-7.9
184;"CA-2017-163139";"2017-12-01";"2017-12-03";832;72;1;5;17.52;6.13
185;"CA-2017-163139";"2017-12-01";"2017-12-03";832;70;1;3;221.55;6.65
186;"CA-2017-163139";"2017-12-01";"2017-12-03";832;69;1;3;20.37;6.93
187;"CA-2015-101910";"2015-11-27";"2015-12-03";838;423;2;5;283.92;17.75
188;"US-2017-119438";"2017-03-18";"2017-03-23";842;320;2;3;182.99;-320.24
189;"US-2017-119438";"2017-03-18";"2017-03-23";842;317;2;3;82.52;-41.26
190;"US-2017-119438";"2017-03-18";"2017-03-23";842;315;2;3;27.82;4.52
191;"US-2017-119438";"2017-03-18";"2017-03-23";842;313;2;3;2.69;-7.39
192;"CA-2016-140081";"2016-06-20";"2016-06-24";851;227;2;2;447.7;33.58
193;"CA-2016-140081";"2016-06-20";"2016-06-24";851;673;2;3;15.55;5.44
194;"CA-2016-140081";"2016-06-20";"2016-06-24";851;642;2;6;29.72;-21.79
195;"CA-2016-152156";"2016-11-08";"2016-11-11";857;2;1;3;731.94;219.58
196;"CA-2016-152156";"2016-11-08";"2016-11-11";857;1;1;2;261.96;41.91
197;"CA-2017-122105";"2017-06-24";"2017-06-28";870;920;2;8;95.92;25.9
198;"US-2016-100720";"2016-07-16";"2016-07-21";877;576;2;2;5.84;0.73
199;"US-2016-100720";"2016-07-16";"2016-07-21";877;624;2;4;494.38;-115.35
200;"US-2016-100720";"2016-07-16";"2016-07-21";877;622;2;3;143.98;-28.8
201;"CA-2014-104472";"2014-06-02";"2014-06-07";885;57;2;6;73.32;22.0
202;"CA-2014-104472";"2014-06-02";"2014-06-07";885;244;2;3;59.81;19.44
203;"CA-2017-138611";"2017-11-14";"2017-11-17";898;645;1;2;3.65;-2.8
204;"CA-2017-138611";"2017-11-14";"2017-11-17";898;12;1;10;119.94;15.99
205;"CA-2014-107755";"2014-02-07";"2014-02-12";900;670;2;7;115.36;49.6
206;"CA-2014-104976";"2014-12-09";"2014-12-16";901;954;2;6;34.68;16.99
207;"CA-2016-128867";"2016-11-03";"2016-11-10";919;137;2;6;27.24;13.35
208;"CA-2016-128867";"2016-11-03";"2016-11-10";919;136;2;2;75.96;22.79
209;"CA-2017-129567";"2017-03-17";"2017-03-21";921;513;1;2;17.46;5.89
210;"US-2017-139955";"2017-09-28";"2017-09-30";942;438;1;1;1.74;-0.35
211;"CA-2015-145352";"2015-03-16";"2015-03-22";956;261;2;5;6354.95;3177.48
212;"CA-2015-145352";"2015-03-16";"2015-03-22";956;256;2;3;46.74;11.69
213;"CA-2015-145352";"2015-03-16";"2015-03-22";956;254;2;3;8.34;2.17
214;"CA-2015-145352";"2015-03-16";"2015-03-22";956;251;2;1;2.74;0.74
215;"CA-2014-133851";"2014-06-09";"2014-06-16";960;528;2;2;23.1;10.63
216;"CA-2014-133851";"2014-06-09";"2014-06-16";960;668;2;2;7.36;0.15
217;"CA-2017-117240";"2017-07-23";"2017-07-28";992;632;2;3;13.13;4.27
218;"CA-2014-111003";"2014-06-01";"2014-06-06";997;433;2;6;289.2;83.87
219;"CA-2014-111003";"2014-06-01";"2014-06-06";997;431;2;3;45.48;20.92
220;"CA-2016-137239";"2016-08-22";"2016-08-28";1002;299;2;2;134.29;45.32
221;"CA-2016-137239";"2016-08-22";"2016-08-28";1002;298;2;2;3.32;-2.65
222;"CA-2016-137239";"2016-08-22";"2016-08-28";1002;297;2;2;113.55;8.52
223;"CA-2017-118640";"2017-07-20";"2017-07-26";1026;171;2;2;69.71;8.71
224;"CA-2014-118962";"2014-08-05";"2014-08-09";1029;318;2;7;340.14;21.26
225;"CA-2014-118962";"2014-08-05";"2014-08-09";1029;316;2;2;110.96;53.26
226;"CA-2014-118962";"2014-08-05";"2014-08-09";1029;314;2;3;20.94;9.84
227;"US-2015-120712";"2015-12-20";"2015-12-24";1031;42;2;4;88.8;-2.22
228;"CA-2014-162775";"2014-01-13";"2014-01-15";1038;482;1;6;572.58;34.35
229;"CA-2014-162775";"2014-01-13";"2014-01-15";1038;480;1;3;5.64;2.71
230;"CA-2014-162775";"2014-01-13";"2014-01-15";1038;477;1;6;646.74;258.7
231;"CA-2014-162775";"2014-01-13";"2014-01-15";1038;475;1;3;50.94;25.47
232;"CA-2014-162775";"2014-01-13";"2014-01-15";1038;284;1;2;11.36;5.34
233;"US-2017-100930";"2017-04-07";"2017-04-12";1064;495;2;3;617.98;-7.72
234;"US-2017-100930";"2017-04-07";"2017-04-12";1064;494;2;3;258.07;0.0
235;"US-2017-100930";"2017-04-07";"2017-04-12";1064;491;2;2;5.33;-3.55
236;"US-2017-100930";"2017-04-07";"2017-04-12";1064;493;2;3;620.61;-248.25
237;"US-2017-100930";"2017-04-07";"2017-04-12";1064;492;2;2;233.86;-102.05
238;"US-2017-119662";"2017-11-13";"2017-11-16";1067;33;3;3;230.38;-48.95
239;"CA-2016-120859";"2016-09-01";"2016-09-04";1095;368;3;2;21.88;10.94
240;"CA-2017-157252";"2017-01-20";"2017-01-23";1096;56;1;3;207.85;2.31
241;"CA-2017-146780";"2017-12-25";"2017-12-30";1102;135;2;2;41.96;10.91
242;"CA-2014-133753";"2014-06-09";"2014-06-13";1103;81;1;2;70.37;6.16
243;"CA-2014-133753";"2014-06-09";"2014-06-13";1103;208;1;2;63.98;10.4
244;"CA-2014-133753";"2014-06-09";"2014-06-13";1103;204;1;1;7.99;0.6
245;"CA-2016-166163";"2016-08-15";"2016-08-20";1112;973;1;1;3.15;1.51
246;"CA-2016-166163";"2016-08-15";"2016-08-20";1112;367;1;3;71.98;7.2
247;"CA-2014-104269";"2014-03-01";"2014-03-06";1134;160;1;2;457.57;51.48
248;"CA-2016-127369";"2016-06-06";"2016-06-07";1137;30;3;5;714.3;207.15
249;"CA-2017-132353";"2017-09-15";"2017-09-17";1139;275;3;3;323.98;20.25
250;"CA-2015-124653";"2015-12-24";"2015-12-26";1144;534;3;7;21.56;10.35
251;"CA-2015-124653";"2015-12-24";"2015-12-26";1144;28;3;2;12.96;6.22
252;"CA-2015-124653";"2015-12-24";"2015-12-26";1144;532;3;7;132.79;63.74
253;"CA-2017-160514";"2017-11-12";"2017-11-16";1147;497;2;2;10.56;4.75
254;"CA-2015-157812";"2015-03-22";"2015-03-26";1148;343;2;9;14.11;-21.17
255;"CA-2015-157812";"2015-03-22";"2015-03-26";1148;340;2;2;129.57;-25.91
256;"CA-2015-157812";"2015-03-22";"2015-03-26";1148;140;2;1;18.39;5.29
257;"CA-2016-149370";"2016-09-15";"2016-09-19";1153;587;2;1;5.34;1.87
258;"CA-2015-137946";"2015-09-01";"2015-09-04";1183;564;1;4;14.37;4.49
259;"CA-2015-137946";"2015-09-01";"2015-09-04";1183;557;1;2;959.98;335.99
260;"CA-2015-137946";"2015-09-01";"2015-09-04";1183;553;1;1;4.75;1.6
261;"CA-2014-106803";"2014-12-29";"2015-01-02";1205;262;2;4;119.8;47.92
262;"CA-2014-106803";"2014-12-29";"2015-01-02";1205;339;2;2;24.56;6.88
263;"CA-2016-126529";"2016-01-11";"2016-01-13";1220;892;1;2;15.59;-9.87
264;"CA-2016-126529";"2016-01-11";"2016-01-13";1220;886;1;3;63.31;20.58
265;"CA-2016-126529";"2016-01-11";"2016-01-13";1220;884;1;3;15.55;5.44
266;"US-2015-153500";"2015-07-03";"2015-07-05";1225;932;3;9;282.89;56.58
267;"US-2015-153500";"2015-07-03";"2015-07-05";1225;930;3;2;6.72;2.44
268;"US-2015-153500";"2015-07-03";"2015-07-05";1225;923;3;2;168.46;-29.48
269;"CA-2015-168004";"2015-10-04";"2015-10-09";1240;265;1;3;392.94;43.22
270;"CA-2017-153339";"2017-11-03";"2017-11-05";1249;516;1;1;15.99;1.0
271;"CA-2016-164511";"2016-11-19";"2016-11-24";1252;333;2;4;68.6;18.52
272;"CA-2016-164511";"2016-11-19";"2016-11-24";1252;326;2;2;64.96;2.6
273;"CA-2016-164511";"2016-11-19";"2016-11-24";1252;322;2;3;14.35;4.66
274;"CA-2015-134894";"2015-12-07";"2015-12-11";1273;423;2;4;283.92;70.98
275;"CA-2015-134894";"2015-12-07";"2015-12-11";1273;419;2;3;152.94;41.29
276;"CA-2015-110457";"2015-03-02";"2015-03-06";1276;148;2;3;787.53;165.38
277;"CA-2015-129098";"2015-10-09";"2015-10-13";1277;152;2;2;30.84;8.33
278;"CA-2014-166191";"2014-12-05";"2014-12-09";1283;341;1;7;408.74;76.64
279;"CA-2014-166191";"2014-12-05";"2014-12-09";1283;336;1;2;24.82;1.86
280;"CA-2015-113173";"2015-11-15";"2015-11-17";1286;438;1;5;8.72;-1.74
281;"CA-2015-113173";"2015-11-15";"2015-11-17";1286;60;1;3;11.36;-17.05
282;"CA-2015-113173";"2015-11-15";"2015-11-17";1286;168;1;9;250.27;15.64
283;"CA-2015-122756";"2015-12-03";"2015-12-07";1287;733;2;1;2.96;0.78
284;"CA-2015-122756";"2015-12-03";"2015-12-07";1287;729;2;4;482.34;-337.64
285;"CA-2017-100650";"2017-06-29";"2017-07-03";1292;448;1;2;1295.78;310.99
286;"CA-2014-165974";"2014-06-29";"2014-07-06";1302;502;2;7;32.76;3.69
287;"CA-2015-112571";"2015-09-22";"2015-09-22";1312;693;4;2;204.6;53.2
288;"CA-2014-115791";"2014-01-16";"2014-01-18";1315;527;1;3;30.07;10.15
289;"CA-2014-115791";"2014-01-16";"2014-01-18";1315;349;1;2;18.59;-13.63
290;"CA-2014-115791";"2014-01-16";"2014-01-18";1315;543;1;3;124.2;-31.05
291;"CA-2014-115791";"2014-01-16";"2014-01-18";1315;732;1;6;127.1;28.6
292;"CA-2016-146941";"2016-12-10";"2016-12-13";1319;67;3;4;361.92;162.86
293;"CA-2016-146941";"2016-12-10";"2016-12-13";1319;63;3;6;80.58;22.56
294;"CA-2014-153150";"2014-07-01";"2014-07-06";1336;374;1;5;19.92;6.97
295;"US-2017-155299";"2017-06-08";"2017-06-12";1338;76;2;2;1.62;-4.47
296;"CA-2017-114552";"2017-09-02";"2017-09-08";1339;407;2;3;15.07;4.14
297;"CA-2014-139451";"2014-10-12";"2014-10-16";1366;27;2;1;21.39;6.2
298;"CA-2014-139451";"2014-10-12";"2014-10-16";1366;24;2;5;14.9;4.17
299;"US-2015-168935";"2015-11-27";"2015-12-02";1374;725;2;3;83.98;-1.05
300;"US-2015-168935";"2015-11-27";"2015-12-02";1374;721;2;3;375.46;-157.01
301;"CA-2015-115742";"2015-04-18";"2015-04-22";1386;161;2;1;89.99;17.1
302;"CA-2015-115742";"2015-04-18";"2015-04-22";1386;159;2;2;6.16;2.96
303;"CA-2015-115742";"2015-04-18";"2015-04-22";1386;157;2;6;75.18;35.33
304;"CA-2015-115742";"2015-04-18";"2015-04-22";1386;151;2;6;38.22;17.96
305;"CA-2016-152534";"2016-06-20";"2016-06-25";1393;673;1;6;38.88;18.66
306;"CA-2016-152534";"2016-06-20";"2016-06-25";1393;672;1;2;5.16;1.34
307;"CA-2014-112158";"2014-12-02";"2014-12-04";1400;738;3;8;46.72;15.77
308;"CA-2014-112158";"2014-12-02";"2014-12-04";1400;356;3;5;883.92;-110.49
309;"CA-2014-112158";"2014-12-02";"2014-12-04";1400;212;3;4;119.96;52.78
310;"US-2015-159982";"2015-11-28";"2015-12-04";1423;68;2;6;647.9;56.69
311;"US-2015-159982";"2015-11-28";"2015-12-04";1423;250;2;5;53.92;4.04
